sentence,entities,gt_relation,pred_relation,pred_edge,exec_time
"The studies revealed that skin irritation from soaps, inaccessibility to supplies or sinks, and insufficient time to wash hands between every patient care contact were the main reasons given by healthcare workers for lack of handwashing compliance.","['irritation', 'soaps']",1,1,"('soaps', 'irritation')",00:00:15
But not every run of the experiment produced the desired state - a very large number of failed tries accompanied each successful creation.,"['experiment', 'state']",0,0,"('experiment', 'state')",00:00:13
The movie gives the inaccurate impression that the Apaches all surrendered.,"['movie', 'impression']",0,0,"('movie', 'impression')",00:00:10
"Thailand has been bracing itself for a downturn in the wake of the bombs, especially in the tourist sector.","['downturn', 'bombs']",1,1,"('bombs', 'downturn')",00:00:13
The spiciness comes from small capsaicin glands located between the pepper's outside skin and the white ribs inside.,"['spiciness', 'glands']",1,1,"('glands', 'spiciness')",00:00:14
"In one day, the Red Crescent treated more than 50 injuries - mainly broken bones caused by panic from aftershocks.","['panic', 'aftershocks']",1,1,"('aftershocks', 'panic')",00:00:11
"In the most common form of such an attack, called ischemic stroke, the blockage comes from a blood clot that develops in one of the brain's blood vessels.","['blockage', 'clot']",1,1,"('clot', 'blockage')",00:00:12
"The report links conditions in some of the worst affected localities and the likelihood that dire poverty - combined with despair and outrage over rampant corruption, repressive policies, and governments' failure to address local needs - could lead to outbreaks of localised unrest with the potential to spread into a wider regional conflict.","['outrage', 'corruption']",1,1,"('corruption', 'outrage')",00:00:13
The troubled company is still feeling aftershocks after its devastating withdrawal of the pain medication Vioxx six months ago.,"['aftershocks', 'withdrawal']",1,1,"('withdrawal', 'aftershocks')",00:00:11
Energy expenditure through physical activity is a key component in the prevention and treatment of overweight and obesity.,"['expenditure', 'activity']",1,1,"('activity', 'expenditure')",00:00:13
The cathode emits electrons.,"['cathode', 'electrons']",0,0,"('cathode', 'electrons')",00:00:14
The product emits radiation.,"['product', 'radiation']",0,0,"('product', 'radiation')",00:00:30
Infection starts with manual execution of the binary.,"['Infection', 'execution']",1,1,"('execution', 'Infection')",00:00:10
The construction gives a refinement of Nori's argument in the case of a self-product of a curve.,"['construction', 'refinement']",0,0,"('construction', 'refinement')",00:00:13
"There were the years of constant fatigue and shortness of breath, the heart attack at age 11, the collapse from exhaustion on her high school graduation night.","['collapse', 'exhaustion']",1,1,"('exhaustion', 'collapse')",00:00:14
"The pipeline had to face the following main concerns from opposition: disturbance of animal migration patterns, environmental damage from spills, geological concerns and the Alaskan permafrost.","['damage', 'spills']",1,1,"('spills', 'damage')",00:00:13
"Dehydration from fluid loss is the only major problem the virus causes, most often in the elderly.","['Dehydration', 'loss']",1,1,"('loss', 'Dehydration')",00:00:12
"Yoga is fantastic for increased flexibility, which is great for cross-training with all the other programs we offer.","['Yoga', 'flexibility']",0,0,"('Yoga', 'flexibility')",00:00:09
The electricity is produced by 440 nuclear reactors in 31 countries.,"['electricity', 'reactors']",1,1,"('reactors', 'electricity')",00:00:11
"He was a trouble maker then, a leader in SDS, and a trouble maker he remains.","['trouble', 'maker']",0,1,"('maker', 'trouble')",00:00:20
"In summer 2000, an Adventist church in Polotsk, Vitebsk Region, was damaged by a fire started with flammable liquids.","['fire', 'flammable liquids']",1,1,"('flammable liquids', 'fire')",00:00:12
The film also features documentary like segments about fishing and about the evacuation after the eruption of the volcano.,"['evacuation', 'eruption']",1,1,"('eruption', 'evacuation')",00:00:12
"The voltage swing obtainable across the load is greater than the output voltage swing obtainable from the amplifier alone, thus the efficiency of the amplifier system and power handling capacity of the system are improved.","['swing', 'amplifier']",1,1,"('amplifier', 'swing')",00:00:12
We examined mood alterations through physical activity and other interventions.,"['alterations', 'activity']",1,1,"('activity', 'alterations')",00:00:12
"In addition, scientists maye have a number of potentially useful targets to prevent and treat this lethal tumour because of the findings that NOX5 mediated overproduction of hydrogen peroxide is responsible for increased growth and decreased death of cancer cells.","['overproduction', 'growth']",0,0,"('overproduction', 'growth')",00:00:11
"It was also felt necessary at this time to draw up a similar document, dealing not with the prevention of marine pollution by dumping, but instead with the prevention of marine pollution by discharges of dangerous substances from land-based sources, watercourses or pipelines.","['pollution', 'dumping']",1,-1,[],00:00:17
Short-term disability and long-term disability benefits are available at no cost to USTelecom employees.,"['disability', 'benefits']",0,0,"('disability', 'benefits')",00:00:11
This proves that the generator actually produced the renewable energy purchased and acts as the operative instrument of the transaction.,"['generator', 'energy']",0,0,"('generator', 'energy')",00:00:08
The said whistle produced the 2600 Hz tone necessary to authorize calls.,"['whistle', 'tone']",0,0,"('whistle', 'tone')",00:00:09
There exists a widespread controversy over stem cell research that emanates from the techniques used in the creation and usage of stem cells.,"['controversy', 'research']",1,1,"('research', 'controversy')",00:00:11
"In the months leading up to trade negotiations, estimates of the economic gains from trade liberalization suddenly become newsworthy.","['gains', 'liberalization']",1,1,"('liberalization', 'gains')",00:00:12
"The resulting anti-social behaviour from alcohol consumption is an on-going matter that the town and the police continue to address, particularly in the summer months.","['behaviour', 'consumption']",1,1,"('consumption', 'behaviour')",00:00:10
The revolution brought forth impassioned pleas condemning the common law for not respecting the interests of the people and calling for law reform.,"['revolution', 'pleas']",1,0,"('revolution', 'pleas')",00:00:09
The health benefits of alcoholic beverages are the subject of this investigation.,"['benefits', 'beverages']",1,1,"('beverages', 'benefits')",00:00:12
Inhibition through synaptic depression is unlike the previous forms of inhibition in that it turns on more slowly and thus acts as delayed negative feedback.,"['Inhibition', 'depression']",1,1,"('depression', 'Inhibition')",00:00:15
"The joy comes from Cather's writing: precise observation and wording, the lilting cadence of her phrasing, the beautiful and clear pictures she evokes of scenery and characters, and the unfamiliar, old fashioned words and expressions she uses.","['joy', 'writing']",1,1,"('writing', 'joy')",00:00:12
"Famine following drought has hit the West African savannahs, where there have been other bad droughts, notably the great one of 1972-74.","['Famine', 'drought']",1,1,"('drought', 'Famine')",00:00:10
"And, of course, everyone wants to prove the truth of their beliefs through experience, but the belief begets the experience.","['belief', 'experience']",0,0,"('belief', 'experience')",00:00:10
The man radiated jolliness.,"['man', 'jolliness']",0,0,"('man', 'jolliness')",00:00:09
Earplugs relieve the discomfort from traveling with a cold allergy or sinus condition.,"['discomfort', 'traveling']",1,1,"('traveling', 'discomfort')",00:00:11
There is a rise in erratic behaviour from substance abuse and frustration caused by long waits for hospital treatment.,"['behaviour', 'abuse']",1,1,"('abuse', 'behaviour')",00:00:08
"The spring molt produces mottled brown feathers, making the female almost invisible as she sits on her nest.","['molt', 'feathers']",0,0,"('molt', 'feathers')",00:00:16
Beauty had scarcely uttered these words when the castle radiated with light.,"['castle', 'light']",0,0,"('castle', 'light')",00:00:09
This durable short sleeve crew neck tee shirt is made of preshrunk cotton to minimize shrinkage after washing.,"['shrinkage', 'washing']",1,1,"('washing', 'shrinkage')",00:00:15
Givers gain moral strength and happiness from giving.,"['happiness', 'giving']",1,1,"('giving', 'happiness')",00:00:11
"Citing the conflict of interest created by the ethics charges, Nifong asked the state attorney general's office to take over the lacrosse case.","['conflict', 'charges']",1,1,"('charges', 'conflict')",00:00:12
Apartment residents in Delaware were awarded $1 million for health problems due to mold growth from unrepaired leaks.,"['growth', 'leaks']",1,1,"('leaks', 'growth')",00:00:14
A lamp's lumen output expresses the total amount of light the lamp emits in all directions per unit time.,"['light', 'lamp']",1,1,"('lamp', 'light')",00:00:12
"When deliberations began, the crowd of people jamming the hallways radiated optimism.","['crowd', 'optimism']",0,-1,[],00:00:19
But Hong Kong was able to recover from that and is now experiencing strong economic growth from exports.,"['growth', 'exports']",1,1,"('exports', 'growth')",00:00:14
The sun emits light or radiation at a large range of energies or frequencies.,"['sun', 'light']",0,0,"('sun', 'light')",00:00:09
Mr C notes worsening of seizures and cognition with sleep deprivation and stress.,"['worsening', 'deprivation']",1,1,"('deprivation', 'worsening')",00:00:17
"Hand creams counteract dryness from exposure to wind, sun, and detergents.","['dryness', 'exposure']",1,1,"('exposure', 'dryness')",00:00:09
Eye discomfort from this staring effect is exacerbated by low humidity.,"['discomfort', 'staring effect']",1,1,"('staring effect', 'discomfort')",00:00:09
The transmitter emits a constant radio signal to crea.,"['transmitter', 'signal']",0,0,"('transmitter', 'signal')",00:00:08
